case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
hot,joint64,q0,1048576,1048576,41,13,850199,862053,862053,0,1048576,524288,16384,0,0,65536,0,0,0,6291456,67108864,12064634961208617218,1,3.8348052161080504,3.8203774860927036,3.8641941887991775,0.822117805480957,6.0
hot,marginal64,q0,1048576,1048576,41,13,850199,862053,862053,0,1048576,65536,16384,0,0,65536,0,0,0,4456448,67108864,12064634961208617218,1,3.8378813607352122,3.8150250571114688,3.8852450507027756,0.822117805480957,4.25
cnf,soa,q0,1048576,1048576,41,13,33,33,0,33,16777216,0,0,0,0,0,0,0,0,0,67108864,7831855242651732853,1,0.7452064090304905,0.7399984995524089,0.7572079764472114,3.147125244140625e-05,0.0
cnf,tag32,q0,1048576,1048576,41,13,33,16175,16175,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,7831855242651732853,1,1.8491350582667756,1.538262912205287,1.9681008202689034,0.015425682067871094,4.0
cnf,tag16,q0,1048576,1048576,41,13,33,16175,16175,0,2097152,0,0,0,0,65536,0,0,0,4194304,67108864,7831855242651732853,1,1.5319108402027803,1.5072687373441807,1.7792434692382812,0.015425682067871094,4.0
cnf,tag8,q0,1048576,1048576,41,13,33,16175,16175,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,7831855242651732853,1,2.4473825693130493,2.3383339643478394,2.635215640068054,0.015425682067871094,4.0
cnf,tag8_eager,q0,1048576,1048576,41,13,33,16175,16175,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,7831855242651732853,1,2.2364547902887515,1.9541340741244229,2.36119946566495,0.015425682067871094,4.0
cnf,tag8_cnf,q0,1048576,1048576,41,13,33,16175,16175,0,1969504,0,0,0,0,65536,57558,0,0,4194304,67108864,7831855242651732853,1,2.232277063223032,2.049559373121995,2.500395994919997,0.015425682067871094,4.0
cnf,joint64,q0,1048576,1048576,41,13,33,16175,16175,0,2097152,1048576,16384,0,0,65536,65536,0,0,6291456,67108864,7831855242651732853,1,2.4253920449150934,2.2429391013251414,2.9787015914916997,0.015425682067871094,6.0
cnf,marginal64,q0,1048576,1048576,41,13,33,16175,16175,0,2096128,131072,16384,8,0,65504,65504,0,0,4456448,67108864,7831855242651732853,1,2.3099876750599253,2.2489693381569604,2.6945116736672143,0.015425682067871094,4.25
exclusive,soa,q0,1048576,1048576,41,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,14167409164308735609,1,0.49772584663247155,0.49572282467248296,0.5040848929927034,0.0,0.0
exclusive,soa,q1,1048576,1048576,41,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,14167409164308735609,1,0.49905432187593907,0.49464361484234154,0.5040213511540339,0.0,0.0
exclusive,soa,q2,1048576,1048576,41,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,14167409164308735609,1,0.5018079898975514,0.49534530992861153,0.5132826169331869,0.0,0.0
