case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n16b8stride120_combined/load50_uniform/mixed/raw,4096,32768,712367,2,28.809944846,61824,32846,775563338372152,11
n16b8stride120_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,0,30.374031760,61824,32846,775563338372152,11
n16b8stride120_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,1,30.054817893,61824,32846,775563338372152,11
n16b8stride120_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,2,30.250188654,61824,32846,775563338372152,11
n16b8stride120_combined/load50_uniform/update/raw,4096,32768,712367,0,28.825034402,61824,32794,3028201623811,11
n16b8stride120_combined/load50_uniform/update/raw,4096,32768,712367,1,28.926913175,61824,32794,3028201571789,11
n16b8stride120_combined/load50_uniform/update/raw,4096,32768,712367,2,29.083759655,61824,32794,3028201631655,11
n16b8stride120_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,36.592027452,61824,32794,2477619497175,9
n16b8stride120_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,36.765184191,61824,32794,2477619515513,9
n16b8stride120_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,36.790337457,61824,32794,2477619457331,9
n16b8stride128_combined/load50_uniform/hit/raw,4096,32768,712367,0,30.603076172,65920,32794,2752910550690,10
n16b8stride128_combined/load50_uniform/hit/raw,4096,32768,712367,1,30.245641535,65920,32794,3028201605759,11
n16b8stride128_combined/load50_uniform/hit/raw,4096,32768,712367,2,30.429745761,65920,32794,3028201605759,11
n16b8stride128_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,34.117306179,65920,32794,2477619495621,9
n16b8stride128_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,34.184309218,65920,32794,2477619495621,9
n16b8stride128_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,34.130774604,65920,32794,2477619495621,9
n16b8stride128_combined/load50_uniform/miss/raw,4096,32768,712367,0,27.753962199,65920,32883,1688849860263936,12
n16b8stride128_combined/load50_uniform/miss/raw,4096,32768,712367,1,27.605834961,65920,32883,1688849860263936,12
n16b8stride128_combined/load50_uniform/miss/raw,4096,32768,712367,2,27.663551331,65920,32883,1688849860263936,12
n16b8stride128_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,26.432230632,65920,32883,1688849860263936,12
n16b8stride128_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,26.405942281,65920,32883,1688849860263936,12
